Tree,Node,ID,Feature,Split,Yes,No,Missing,Gain,Cover,Category
2,6,2-6,manggarai_air_lag2,730.0,2-13,2-14,2-14,1379481.0,3247.0,
2,7,2-7,depok_air_lag9,137.5,2-15,2-16,2-16,23435.5,1769.0,
2,8,2-8,depok_air_lag8,96.0,2-17,2-18,2-18,69575.75,3420.0,
2,9,2-9,depok_air_lag7,145.0,2-19,2-20,2-20,127549.25,5206.0,
2,10,2-10,depok_air_lag7,130.0,2-21,2-22,2-22,101479.68,4047.0,
2,11,2-11,manggarai_air_lag2,645.0,2-23,2-24,2-24,123371.375,6990.0,
2,12,2-12,depok_air_lag7,137.5,2-25,2-26,2-26,117731.125,2517.0,
2,13,2-13,depok_air_lag7,137.5,2-27,2-28,2-28,238058.0,2530.0,
2,14,2-14,depok_air_lag7,155.0,2-29,2-30,2-30,264931.5,717.0,
2,15,2-15,depok_air_lag9,130.0,2-31,2-32,2-32,111939.0,1763.0,
2,16,2-16,manggarai_air_lag2,565.0,2-33,2-34,2-34,506.899384,6.0,
2,17,2-17,depok_air_lag7,20.0,2-35,2-36,2-36,57128.5,3279.0,
2,18,2-18,manggarai_air_lag3,650.0,2-37,2-38,2-38,29605.3984,141.0,
2,19,2-19,manggarai_air_lag2,607.5,2-39,2-40,2-40,61213.25,5164.0,
2,20,2-20,depok_air_lag10,86.0,2-41,2-42,2-42,8429.77734,42.0,
2,21,2-21,manggarai_air_lag2,625.0,2-43,2-44,2-44,47848.4219,3913.0,
2,22,2-22,depok_air_lag6,150.0,2-45,2-46,2-46,12957.6484,134.0,
2,23,2-23,depok_air_lag7,125.0,2-47,2-48,2-48,43175.0625,2561.0,
2,24,2-24,depok_air_lag6,145.0,2-49,2-50,2-50,52136.625,4429.0,
2,25,2-25,manggarai_air_lag2,670.0,2-51,2-52,2-52,28954.125,2323.0,
2,26,2-26,time_index,27354.0,2-53,2-54,2-54,23271.625,194.0,
2,27,2-27,manggarai_air_lag2,700.0,2-55,2-56,2-56,50384.25,2046.0,
2,28,2-28,katulampa_air_lag19,110.0,2-57,2-58,2-58,75887.75,484.0,
2,29,2-29,manggarai_air_lag2,770.0,2-59,2-60,2-60,43701.75,441.0,
2,30,2-30,manggarai_air_lag2,800.0,2-61,2-62,2-62,54990.25,276.0,
2,31,2-31,manggarai_air_lag2,565.0,2-63,2-64,2-64,24841.0,1762.0,
2,32,2-32,Leaf,,,,,-29.4462414,1.0,
2,33,2-33,Leaf,,,,,-0.846945226,1.0,
2,34,2-34,hour_sin,0.866025388,2-65,2-66,2-66,171.052795,5.0,
2,35,2-35,time_index,289.0,2-67,2-68,2-68,55675.5391,3.0,
2,36,2-36,manggarai_air_lag2,585.0,2-69,2-70,2-70,46623.75,3276.0,
2,37,2-37,depok_air_lag8,155.0,2-71,2-72,2-72,19020.4414,129.0,
2,38,2-38,time_index,30677.0,2-73,2-74,2-74,160.048828,12.0,
2,39,2-39,depok_air_lag8,102.5,2-75,2-76,2-76,30591.0,4024.0,
2,40,2-40,depok_air_lag7,111.0,2-77,2-78,2-78,8798.5,1140.0,
2,41,2-41,manggarai_air_lag3,592.5,2-79,2-80,2-80,7143.69824,16.0,
2,42,2-42,katulampa_air_lag3,29.0,2-81,2-82,2-82,4467.16797,26.0,
2,43,2-43,depok_air_lag24,195.0,2-83,2-84,2-84,18999.0625,2206.0,
2,44,2-44,depok_air_lag12,74.0,2-85,2-86,2-86,21464.5898,1707.0,
2,45,2-45,depok_air_lag8,111.0,2-87,2-88,2-88,6053.51953,91.0,
2,46,2-46,manggarai_air_lag3,630.0,2-89,2-90,2-90,5750.42188,43.0,
2,47,2-47,manggarai_air_lag14,630.0,2-91,2-92,2-92,9819.53906,2427.0,
2,48,2-48,depok_air_lag6,160.0,2-93,2-94,2-94,21301.0,134.0,
2,49,2-49,depok_air_lag7,160.0,2-95,2-96,2-96,159303.438,4318.0,
2,50,2-50,depok_air_lag7,165.0,2-97,2-98,2-98,15277.1875,111.0,
2,51,2-51,manggarai_air_lag14,770.0,2-99,2-100,2-100,15819.5,1479.0,
2,52,2-52,manggarai_air_lag15,650.0,2-101,2-102,2-102,8702.25,844.0,
2,53,2-53,depok_air_lag7,190.0,2-103,2-104,2-104,14264.0938,122.0,
2,54,2-54,depok_air_lag16,96.0,2-105,2-106,2-106,2830.20312,72.0,
2,55,2-55,depok_air_lag13,190.0,2-107,2-108,2-108,18057.0,1391.0,
2,56,2-56,manggarai_air_lag3,755.0,2-109,2-110,2-110,37578.875,655.0,
2,57,2-57,depok_air_lag7,170.0,2-111,2-112,2-112,46958.25,483.0,
2,58,2-58,Leaf,,,,,-13.2666845,1.0,
2,59,2-59,manggarai_air_lag2,745.0,2-113,2-114,2-114,3530.875,351.0,
2,60,2-60,dayofyear_cos,0.869763851,2-115,2-116,2-116,1830.3125,90.0,
2,61,2-61,depok_air_lag7,180.0,2-117,2-118,2-118,22113.25,217.0,
2,62,2-62,Leaf,,,,,15.1656027,59.0,
2,63,2-63,depok_air_lag6,155.0,2-119,2-120,2-120,1326.5,1457.0,
2,64,2-64,depok_air_lag8,160.0,2-121,2-122,2-122,8606.1875,305.0,
2,65,2-65,Leaf,,,,,0.373800665,3.0,
2,66,2-66,Leaf,,,,,1.6229248,2.0,
2,67,2-67,Leaf,,,,,-27.5142517,1.0,
2,68,2-68,Leaf,,,,,-2.48235273,2.0,
2,69,2-69,manggarai_cuaca_lag1_hujan,1.0,2-123,2-124,2-124,10354.625,1133.0,
2,70,2-70,manggarai_cuaca_lag1_hujan,1.0,2-125,2-126,2-126,20496.25,2143.0,
2,71,2-71,manggarai_cuaca_lag1_hujan,1.0,2-127,2-128,2-128,14259.9219,124.0,
2,72,2-72,dayofyear_sin,-0.141444072,2-129,2-130,2-130,743.918945,5.0,
2,73,2-73,Leaf,,,,,3.4433639,11.0,
2,74,2-74,Leaf,,,,,0.825708032,1.0,
2,75,2-75,manggarai_cuaca_lag1_hujan,1.0,2-131,2-132,2-132,11295.25,3837.0,
2,76,2-76,manggarai_air_lag3,598.0,2-133,2-134,2-134,6413.78906,187.0,
2,77,2-77,manggarai_air_lag5,592.5,2-135,2-136,2-136,7580.28125,1102.0,
2,78,2-78,depok_air_lag13,85.0,2-137,2-138,2-138,3069.0918,38.0,
2,79,2-79,Leaf,,,,,5.04601765,3.0,
2,80,2-80,depok_cuaca_lag9_hujan,1.0,2-139,2-140,2-140,3601.23755,13.0,
2,81,2-81,depok_air_lag8,92.5,2-141,2-142,2-142,2711.48047,17.0,
2,82,2-82,depok_cuaca_lag7_hujan,1.0,2-143,2-144,2-144,2106.28125,9.0,
2,83,2-83,depok_air_lag8,111.0,2-145,2-146,2-146,8146.6875,2199.0,
2,84,2-84,manggarai_air_lag15,700.0,2-147,2-148,2-148,70861.6406,7.0,
2,85,2-85,dayofyear_sin,-0.901168704,2-149,2-150,2-150,73934.0469,14.0,
2,86,2-86,depok_air_lag6,106.0,2-151,2-152,2-152,8656.5293,1693.0,
2,87,2-87,hour_sin,0.5,2-153,2-154,2-154,2588.07129,31.0,
2,88,2-88,time_index,26824.0,2-155,2-156,2-156,3382.27148,60.0,
2,89,2-89,time_index,9053.0,2-157,2-158,2-158,2077.44141,27.0,
2,90,2-90,katulampa_air_lag5,45.0,2-159,2-160,2-160,5889.8877,16.0,
2,91,2-91,manggarai_air_lag3,550.0,2-161,2-162,2-162,6331.11816,315.0,
2,92,2-92,dayofyear_cos,0.370482534,2-163,2-164,2-164,4082.35156,2112.0,
2,93,2-93,time_index,24035.0,2-165,2-166,2-166,4578.60156,111.0,
2,94,2-94,depok_air_lag16,111.0,2-167,2-168,2-168,3005.01953,23.0,
2,95,2-95,depok_air_lag8,135.0,2-169,2-170,2-170,16602.25,4317.0,
2,96,2-96,Leaf,,,,,-26.6850262,1.0,
2,97,2-97,manggarai_air_lag3,645.0,2-171,2-172,2-172,4769.74219,83.0,
2,98,2-98,time_index,30677.0,2-173,2-174,2-174,3738.57812,28.0,
2,99,2-99,manggarai_air_lag4,675.0,2-175,2-176,2-176,7380.8125,1460.0,
2,100,2-100,manggarai_air_lag5,670.0,2-177,2-178,2-178,118109.977,19.0,
2,101,2-101,manggarai_air_lag4,670.0,2-179,2-180,2-180,6012.21875,212.0,
2,102,2-102,manggarai_air_lag3,650.0,2-181,2-182,2-182,5752.875,632.0,
2,103,2-103,manggarai_air_lag15,640.0,2-183,2-184,2-184,381.28125,108.0,
2,104,2-104,Leaf,,,,,9.12564373,14.0,
2,105,2-105,katulampa_air_lag5,29.0,2-185,2-186,2-186,1365.58984,12.0,
2,106,2-106,depok_air_lag9,106.0,2-187,2-188,2-188,311.339844,60.0,
2,107,2-107,manggarai_air_lag15,640.0,2-189,2-190,2-190,10182.25,1387.0,
2,108,2-108,time_index,29616.0,2-191,2-192,2-192,32688.1816,4.0,
2,109,2-109,depok_air_lag6,120.0,2-193,2-194,2-194,10945.125,649.0,
2,110,2-110,hour_sin,-0.5,2-195,2-196,2-196,68635.4844,6.0,
2,111,2-111,manggarai_air_lag2,694.0,2-197,2-198,2-198,9512.5,387.0,
2,112,2-112,Leaf,,,,,8.88020897,96.0,
2,113,2-113,depok_air_lag13,170.0,2-199,2-200,2-200,7054.625,200.0,
2,114,2-114,manggarai_air_lag3,800.0,2-201,2-202,2-202,2368.125,151.0,
2,115,2-115,dayofyear_cos,-0.999609292,2-203,2-204,2-204,267.625,88.0,
2,116,2-116,Leaf,,,,,3.86237192,2.0,
2,117,2-117,depok_air_lag24,305.0,2-205,2-206,2-206,613.75,106.0,
2,118,2-118,Leaf,,,,,12.4955473,111.0,
2,119,2-119,Leaf,,,,,-5.64017057,1456.0,
2,120,2-120,Leaf,,,,,-0.892187536,1.0,
2,121,2-121,Leaf,,,,,-4.63246632,303.0,
2,122,2-122,Leaf,,,,,1.37047732,2.0,
2,123,2-123,Leaf,,,,,-4.09432936,1114.0,
2,124,2-124,Leaf,,,,,-1.62328374,19.0,
2,125,2-125,Leaf,,,,,-3.30461478,2081.0,
2,126,2-126,Leaf,,,,,-1.42723429,62.0,
2,127,2-127,Leaf,,,,,-2.14550614,121.0,
2,128,2-128,Leaf,,,,,4.00336313,3.0,
2,129,2-129,Leaf,,,,,1.33684897,2.0,
2,130,2-130,Leaf,,,,,4.76026011,3.0,
2,131,2-131,Leaf,,,,,-2.48034954,3724.0,
2,132,2-132,Leaf,,,,,-1.44333816,113.0,
2,133,2-133,Leaf,,,,,0.130497843,33.0,
2,134,2-134,Leaf,,,,,-1.40112901,154.0,
2,135,2-135,Leaf,,,,,-3.22852945,28.0,
2,136,2-136,Leaf,,,,,-1.56244385,1074.0,
2,137,2-137,Leaf,,,,,2.02826858,5.0,
2,138,2-138,Leaf,,,,,-0.424990654,33.0,
2,139,2-139,Leaf,,,,,-0.912478089,9.0,
2,140,2-140,Leaf,,,,,2.37607169,4.0,
2,141,2-141,Leaf,,,,,-0.259059638,2.0,
2,142,2-142,Leaf,,,,,3.52404451,15.0,
2,143,2-143,Leaf,,,,,7.03974152,7.0,
2,144,2-144,Leaf,,,,,1.96263635,2.0,
2,145,2-145,Leaf,,,,,-0.934492588,2144.0,
2,146,2-146,Leaf,,,,,0.293391556,55.0,
2,147,2-147,Leaf,,,,,-22.0992489,1.0,
2,148,2-148,Leaf,,,,,-0.31071952,6.0,
2,149,2-149,Leaf,,,,,-18.0262833,2.0,
2,150,2-150,Leaf,,,,,-0.435918719,12.0,
2,151,2-151,Leaf,,,,,-0.255469829,1536.0,
2,152,2-152,Leaf,,,,,0.521985292,157.0,
2,153,2-153,Leaf,,,,,1.7614584,8.0,
2,154,2-154,Leaf,,,,,-0.230872616,23.0,
2,155,2-155,Leaf,,,,,2.42026401,48.0,
2,156,2-156,Leaf,,,,,0.498138905,12.0,
2,157,2-157,Leaf,,,,,5.39522123,15.0,
2,158,2-158,Leaf,,,,,3.02702594,12.0,
2,159,2-159,Leaf,,,,,0.652673841,12.0,
2,160,2-160,Leaf,,,,,4.80813217,4.0,
2,161,2-161,Leaf,,,,,-5.49180603,1.0,
2,162,2-162,Leaf,,,,,0.152972981,314.0,
2,163,2-163,Leaf,,,,,0.402380139,349.0,
2,164,2-164,Leaf,,,,,0.778596222,1763.0,
2,165,2-165,Leaf,,,,,2.48683262,58.0,
2,166,2-166,Leaf,,,,,1.1650604,53.0,
2,167,2-167,Leaf,,,,,5.74167538,19.0,
2,168,2-168,Leaf,,,,,1.99931526,4.0,
2,169,2-169,Leaf,,,,,1.53941202,4246.0,
2,170,2-170,Leaf,,,,,3.08199763,71.0,
2,171,2-171,Leaf,,,,,4.79879475,13.0,
2,172,2-172,Leaf,,,,,2.59931374,70.0,
2,173,2-173,Leaf,,,,,6.58223486,20.0,
2,174,2-174,Leaf,,,,,3.25723267,8.0,
2,175,2-175,Leaf,,,,,2.37707686,1269.0,
2,176,2-176,Leaf,,,,,1.68866789,191.0,
2,177,2-177,Leaf,,,,,-23.6786251,1.0,
2,178,2-178,Leaf,,,,,1.87318826,18.0,
2,179,2-179,Leaf,,,,,3.15262723,74.0,
2,180,2-180,Leaf,,,,,1.98958004,138.0,
2,181,2-181,Leaf,,,,,5.63780022,10.0,
2,182,2-182,Leaf,,,,,3.13600469,622.0,
2,183,2-183,Leaf,,,,,6.34627056,27.0,
2,184,2-184,Leaf,,,,,5.08332014,81.0,
2,185,2-185,Leaf,,,,,2.15723109,3.0,
2,186,2-186,Leaf,,,,,5.80996323,9.0,
2,187,2-187,Leaf,,,,,2.14017892,10.0,
2,188,2-188,Leaf,,,,,3.34162784,50.0,
2,189,2-189,Leaf,,,,,3.27132106,212.0,
2,190,2-190,Leaf,,,,,4.07842016,1175.0,
2,191,2-191,Leaf,,,,,-12.4393921,1.0,
2,192,2-192,Leaf,,,,,3.32491159,3.0,
2,193,2-193,Leaf,,,,,4.6103363,311.0,
2,194,2-194,Leaf,,,,,5.5230794,338.0,
2,195,2-195,Leaf,,,,,3.1682322,5.0,
2,196,2-196,Leaf,,,,,-18.3087521,1.0,
2,197,2-197,Leaf,,,,,5.47773457,134.0,
2,198,2-198,Leaf,,,,,6.71402359,253.0,
2,199,2-199,Leaf,,,,,7.62060118,140.0,
2,200,2-200,Leaf,,,,,5.93233681,60.0,
2,201,2-201,Leaf,,,,,8.23853588,149.0,
2,202,2-202,Leaf,,,,,2.70028901,2.0,
2,203,2-203,Leaf,,,,,2.94938064,1.0,
2,204,2-204,Leaf,,,,,10.4045553,87.0,
2,205,2-205,Leaf,,,,,10.014617,105.0,
2,206,2-206,Leaf,,,,,2.71304321,1.0,
3,0,3-0,manggarai_air_lag2,630.0,3-1,3-2,3-2,14314706.0,27077.0,
3,1,3-1,manggarai_air_lag2,595.0,3-3,3-4,3-4,1575237.5,13180.0,
3,2,3-2,manggarai_air_lag2,680.0,3-5,3-6,3-6,3665650.5,13897.0,
3,3,3-3,manggarai_air_lag4,575.0,3-7,3-8,3-8,381472.5,5168.0,
3,4,3-4,manggarai_air_lag2,607.5,3-9,3-10,3-10,314623.25,8012.0,
3,5,3-5,manggarai_air_lag2,645.0,3-11,3-12,3-12,426708.125,10720.0,
3,6,3-6,manggarai_air_lag2,730.0,3-13,3-14,3-14,1084616.0,3177.0,
3,7,3-7,manggarai_air_lag3,592.5,3-15,3-16,3-16,102060.0,1753.0,
3,8,3-8,manggarai_air_lag20,20.0,3-17,3-18,3-18,105235.25,3415.0,
3,9,3-9,depok_air_lag7,145.0,3-19,3-20,3-20,50715.0,3997.0,
3,10,3-10,depok_air_lag7,130.0,3-21,3-22,3-22,79449.5938,4015.0,
3,11,3-11,depok_air_lag7,125.0,3-23,3-24,3-24,59776.7812,3747.0,
3,12,3-12,manggarai_air_lag2,658.0,3-25,3-26,3-26,160196.5,6973.0,
3,13,3-13,depok_air_lag6,137.5,3-27,3-28,3-28,159901.0,2464.0,
3,14,3-14,depok_air_lag8,170.0,3-29,3-30,3-30,206295.5,713.0,
3,15,3-15,depok_air_lag8,102.5,3-31,3-32,3-32,38690.0,1752.0,
3,16,3-16,Leaf,,,,,-27.7607861,1.0,
3,17,3-17,Leaf,,,,,-26.1385384,1.0,
3,18,3-18,depok_air_lag10,96.0,3-33,3-34,3-34,59127.0,3414.0,
3,19,3-19,depok_air_lag8,102.5,3-35,3-36,3-36,22545.625,3968.0,
3,20,3-20,depok_air_lag8,125.0,3-37,3-38,3-38,12808.7686,29.0,
3,21,3-21,manggarai_air_lag2,620.0,3-39,3-40,3-40,49757.6562,3916.0,
3,22,3-22,depok_air_lag6,160.0,3-41,3-42,3-42,20185.3086,99.0,
3,23,3-23,manggarai_air_lag2,640.0,3-43,3-44,3-44,30830.4336,3556.0,
3,24,3-24,depok_air_lag6,160.0,3-45,3-46,3-46,23900.8984,191.0,
3,25,3-25,depok_air_lag7,165.0,3-47,3-48,3-48,40557.0,4506.0,
3,26,3-26,depok_air_lag8,137.5,3-49,3-50,3-50,93025.5,2467.0,
3,27,3-27,manggarai_air_lag2,700.0,3-51,3-52,3-52,50061.0,2081.0,
3,28,3-28,depok_air_lag7,170.0,3-53,3-54,3-54,29813.0,383.0,
3,29,3-29,manggarai_air_lag2,770.0,3-55,3-56,3-56,39992.25,486.0,
3,30,3-30,manggarai_air_lag2,785.0,3-57,3-58,3-58,35617.25,227.0,
3,31,3-31,manggarai_air_lag2,565.0,3-59,3-60,3-60,12494.5,1723.0,
3,32,3-32,depok_air_lag8,160.0,3-61,3-62,3-62,7266.52539,29.0,
3,33,3-33,manggarai_air_lag3,585.0,3-63,3-64,3-64,36891.5,3320.0,
3,34,3-34,depok_air_lag7,120.0,3-65,3-66,3-66,30115.8867,94.0,
3,35,3-35,manggarai_air_lag2,598.0,3-67,3-68,3-68,9548.375,3776.0,
3,36,3-36,depok_air_lag9,150.0,3-69,3-70,3-70,4808.17188,192.0,
3,37,3-37,depok_air_lag19,92.5,3-71,3-72,3-72,5575.51221,17.0,
3,38,3-38,depok_air_lag6,190.0,3-73,3-74,3-74,4380.11133,12.0,
3,39,3-39,manggarai_cuaca_lag1_hujan,1.0,3-75,3-76,3-76,23193.6875,1822.0,
3,40,3-40,manggarai_cuaca_lag1_hujan,1.0,3-77,3-78,3-78,12091.6797,2094.0,
3,41,3-41,depok_air_lag8,111.0,3-79,3-80,3-80,5408.98535,79.0,
3,42,3-42,manggarai_air_lag20,650.0,3-81,3-82,3-82,770.824219,20.0,
3,43,3-43,manggarai_cuaca_lag1_hujan,1.0,3-83,3-84,3-84,11468.7393,1449.0,
3,44,3-44,manggarai_air_lag15,625.0,3-85,3-86,3-86,6189.74219,2107.0,
3,45,3-45,manggarai_air_lag6,620.0,3-87,3-88,3-88,6224.96875,156.0,
3,46,3-46,dayofyear_sin,-0.992887199,3-89,3-90,3-90,4899.63281,35.0,
3,47,3-47,depok_air_lag8,170.0,3-91,3-92,3-92,29989.5625,4475.0,
3,48,3-48,depok_air_lag8,185.0,3-93,3-94,3-94,4137.86719,31.0,
3,49,3-49,manggarai_air_lag2,670.0,3-95,3-96,3-96,18207.375,2287.0,
3,50,3-50,depok_air_lag7,160.0,3-97,3-98,3-98,25400.2188,180.0,
3,51,3-51,depok_air_lag7,155.0,3-99,3-100,3-100,123852.5,1398.0,
3,52,3-52,depok_air_lag16,210.0,3-101,3-102,3-102,29519.125,683.0,
3,53,3-53,manggarai_air_lag2,705.0,3-103,3-104,3-104,8981.8125,302.0,
3,54,3-54,depok_air_lag7,210.0,3-105,3-106,3-106,910.0625,81.0,
3,55,3-55,depok_air_lag6,150.0,3-107,3-108,3-108,13889.625,386.0,
3,56,3-56,manggarai_air_lag4,650.0,3-109,3-110,3-110,1468.125,100.0,
3,57,3-57,depok_air_lag8,185.0,3-111,3-112,3-112,5470.625,148.0,
3,58,3-58,Leaf,,,,,13.1013708,79.0,
3,59,3-59,depok_air_lag6,155.0,3-113,3-114,3-114,1002.0,1448.0,
3,60,3-60,time_index,18065.0,3-115,3-116,3-116,666.25,275.0,
3,61,3-61,depok_air_lag9,130.0,3-117,3-118,3-118,3771.78418,25.0,
3,62,3-62,hour_cos,0.258819044,3-119,3-120,3-120,245.813477,4.0,
3,63,3-63,depok_air_lag7,165.0,3-121,3-122,3-122,19475.625,1133.0,
3,64,3-64,depok_air_lag8,130.0,3-123,3-124,3-124,8734.5,2187.0,
3,65,3-65,manggarai_cuaca_lag1_hujan,1.0,3-125,3-126,3-126,12119.9082,83.0,
3,66,3-66,time_index,7593.0,3-127,3-128,3-128,3743.72656,11.0,
3,67,3-67,depok_air_lag23,111.0,3-129,3-130,3-130,2874.46875,746.0,
3,68,3-68,manggarai_cuaca_lag1_hujan,1.0,3-131,3-132,3-132,8382.875,3030.0,
3,69,3-69,dayofyear_sin,-0.750864267,3-133,3-134,3-134,4645.8125,190.0,
3,70,3-70,Leaf,,,,,2.95091558,2.0,
3,71,3-71,depok_air_lag6,200.0,3-135,3-136,3-136,617.756104,9.0,
3,72,3-72,manggarai_air_lag17,640.0,3-137,3-138,3-138,886.852295,8.0,
3,73,3-73,time_index,14893.0,3-139,3-140,3-140,1120.31641,11.0,
3,74,3-74,Leaf,,,,,-1.07813418,1.0,
3,75,3-75,depok_air_lag7,106.0,3-141,3-142,3-142,6923.03125,1735.0,
3,76,3-76,dayofyear_sin,-0.994566739,3-143,3-144,3-144,18087.8398,87.0,
3,77,3-77,depok_air_lag8,106.0,3-145,3-146,3-146,7210.70312,2016.0,
3,78,3-78,manggarai_air_lag4,645.0,3-147,3-148,3-148,7270.56836,78.0,
3,79,3-79,dayofyear_sin,0.858401537,3-149,3-150,3-150,3172.56592,34.0,
3,80,3-80,dayofyear_sin,-0.211275756,3-151,3-152,3-152,2224.49414,45.0,
3,81,3-81,hour_cos,1.0,3-153,3-154,3-154,34.8164062,14.0,
3,82,3-82,dayofyear_sin,-0.541298449,3-155,3-156,3-156,53.1806641,6.0,
3,83,3-83,depok_air_lag7,111.0,3-157,3-158,3-158,7387.87012,1375.0,
3,84,3-84,dayofyear_sin,-0.175412595,3-159,3-160,3-160,5276.3877,74.0,
3,85,3-85,manggarai_air_lag4,630.0,3-161,3-162,3-162,2508.16309,202.0,
3,86,3-86,depok_cuaca_lag5_hujan,1.0,3-163,3-164,3-164,3615.57812,1905.0,
3,87,3-87,Leaf,,,,,3.71124315,13.0,
3,88,3-88,katulampa_air_lag3,45.0,3-165,3-166,3-166,3426.49023,143.0,
3,89,3-89,Leaf,,,,,-0.174556479,2.0,
3,90,3-90,depok_air_lag8,111.0,3-167,3-168,3-168,4109.60156,33.0,
3,91,3-91,depok_air_lag7,130.0,3-169,3-170,3-170,20919.375,4470.0,
3,92,3-92,hour_cos,0.866025388,3-171,3-172,3-172,115003.906,5.0,
3,93,3-93,time_index,29880.0,3-173,3-174,3-174,4238.22656,22.0,
3,94,3-94,Leaf,,,,,7.00962305,9.0,
3,95,3-95,depok_air_lag6,137.5,3-175,3-176,3-176,8968.8125,1457.0,
3,96,3-96,manggarai_air_lag20,645.0,3-177,3-178,3-178,9826.125,830.0,
3,97,3-97,time_index,21647.0,3-179,3-180,3-180,4747.17188,128.0,
3,98,3-98,depok_air_lag7,205.0,3-181,3-182,3-182,2399.14062,52.0,
3,99,3-99,depok_air_lag6,111.0,3-183,3-184,3-184,9850.375,1396.0,
3,100,3-100,time_index,8921.0,3-185,3-186,3-186,83133.3203,2.0,
3,101,3-101,depok_air_lag7,130.0,3-187,3-188,3-188,15901.5,659.0,
3,102,3-102,manggarai_air_lag20,685.0,3-189,3-190,3-190,82653.0,24.0,
3,103,3-103,manggarai_air_lag4,680.0,3-191,3-192,3-192,5445.4375,173.0,
3,104,3-104,manggarai_air_lag9,790.0,3-193,3-194,3-194,1456.25,129.0,
3,105,3-105,depok_air_lag10,92.5,3-195,3-196,3-196,4325.0625,57.0,
3,106,3-106,Leaf,,,,,9.19812584,24.0,
3,107,3-107,depok_air_lag14,180.0,3-197,3-198,3-198,5293.875,313.0,
3,108,3-108,time_index,21647.0,3-199,3-200,3-200,207.375,73.0,
3,109,3-109,Leaf,,,,,4.320961,3.0,
3,110,3-110,Leaf,,,,,9.44848537,97.0,
3,111,3-111,Leaf,,,,,8.6394186,53.0,
3,112,3-112,Leaf,,,,,10.7592373,95.0,
3,113,3-113,Leaf,,,,,-5.0806632,1447.0,
3,114,3-114,Leaf,,,,,-0.847576916,1.0,
3,115,3-115,Leaf,,,,,-4.30822945,269.0,
3,116,3-116,Leaf,,,,,-2.39884305,6.0,
3,117,3-117,Leaf,,,,,-2.66181469,17.0,
3,118,3-118,Leaf,,,,,-0.0463127978,8.0,
3,119,3-119,Leaf,,,,,2.72005463,3.0,
3,120,3-120,Leaf,,,,,0.422177136,1.0,
3,121,3-121,Leaf,,,,,-3.64902544,1130.0,
3,122,3-122,Leaf,,,,,3.57304239,3.0,
3,123,3-123,Leaf,,,,,-2.92873263,2176.0,
3,124,3-124,Leaf,,,,,-0.0949401855,11.0,
3,125,3-125,Leaf,,,,,-1.55712807,79.0,
3,126,3-126,Leaf,,,,,3.55113649,4.0,
3,127,3-127,Leaf,,,,,0.0913269073,2.0,
3,128,3-128,Leaf,,,,,4.87722921,9.0,
3,129,3-129,Leaf,,,,,-2.49812675,741.0,
3,130,3-130,Leaf,,,,,-4.92627096,5.0,
3,131,3-131,Leaf,,,,,-2.1392839,2951.0,
3,132,3-132,Leaf,,,,,-1.07463455,79.0,
3,133,3-133,Leaf,,,,,-1.70327079,81.0,
3,134,3-134,Leaf,,,,,-0.695288658,109.0,
3,135,3-135,Leaf,,,,,-1.7205174,8.0,
3,136,3-136,Leaf,,,,,0.502111852,1.0,
3,137,3-137,Leaf,,,,,2.8994422,4.0,
3,138,3-138,Leaf,,,,,0.671398938,4.0,
3,139,3-139,Leaf,,,,,2.80135298,5.0,
3,140,3-140,Leaf,,,,,6.02053308,6.0,
3,141,3-141,Leaf,,,,,-1.42824852,1668.0,
3,142,3-142,Leaf,,,,,-0.384676218,67.0,
3,143,3-143,Leaf,,,,,7.91338301,2.0,
3,144,3-144,Leaf,,,,,0.0125499638,85.0,
3,145,3-145,Leaf,,,,,-0.687288225,1900.0,
3,146,3-146,Leaf,,,,,0.123854473,116.0,
3,147,3-147,Leaf,,,,,0.395360619,75.0,
3,148,3-148,Leaf,,,,,4.7809906,3.0,
3,149,3-149,Leaf,,,,,-0.209807321,29.0,
3,150,3-150,Leaf,,,,,2.3109529,5.0,
3,151,3-151,Leaf,,,,,1.09084308,22.0,
3,152,3-152,Leaf,,,,,2.57094646,23.0,
3,153,3-153,Leaf,,,,,5.41803932,13.0,
3,154,3-154,Leaf,,,,,1.54071355,1.0,
3,155,3-155,Leaf,,,,,3.01348066,5.0,
3,156,3-156,Leaf,,,,,0.787686169,1.0,
3,157,3-157,Leaf,,,,,-0.0631541312,1326.0,
3,158,3-158,Leaf,,,,,1.17509246,49.0,
3,159,3-159,Leaf,,,,,2.47949624,23.0,
3,160,3-160,Leaf,,,,,0.660888433,51.0,
3,161,3-161,Leaf,,,,,0.668930829,58.0,
3,162,3-162,Leaf,,,,,-0.104651093,144.0,
3,163,3-163,Leaf,,,,,0.658879995,1737.0,
3,164,3-164,Leaf,,,,,1.14667583,168.0,
3,165,3-165,Leaf,,,,,1.31528664,135.0,
3,166,3-166,Leaf,,,,,3.39084125,8.0,
3,167,3-167,Leaf,,,,,2.70133662,10.0,
3,168,3-168,Leaf,,,,,5.60947752,23.0,
3,169,3-169,Leaf,,,,,1.40617347,4321.0,
3,170,3-170,Leaf,,,,,2.61342907,149.0,
3,171,3-171,Leaf,,,,,3.35800171,4.0,
3,172,3-172,Leaf,,,,,-25.3507748,1.0,
3,173,3-173,Leaf,,,,,4.6642189,17.0,
3,174,3-174,Leaf,,,,,1.09789836,5.0,
